Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
C,"Huang, Huimin; Lin, Lanfen; Tong, Ruofeng; Hu, Hongjie; Zhang, Qiaowei; Iwamoto, Yutaro; Han, Xianhua; Chen, Yen-Wei; Wu, Jian",,,IEEE,,,,,UNET 3+: A FULL-SCALE CONNECTED UNET FOR MEDICAL IMAGE SEGMENTATION,,,,,,,,"2020 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH, AND SIGNAL PROCESSING",,International Conference on Acoustics Speech and Signal Processing ICASSP,,,,,,1055,1059,,,,,,2020,2020,"Recently, a growing interest has been seen in deep learning-based semantic segmentation. UNet, which is one of deep learning networks with an encoder-decoder architecture, is widely used in medical image segmentation. Combining multi-scale features is one of important factors for accurate segmentation. UNet++ was developed as a modified Unet by designing an architecture with nested and dense skip connections. However, it does not explore sufficient information from full scales and there is still a large room for improvement. In this paper, we propose a novel UNet 3+, which takes advantage of full-scale skip connections and deep supervisions. The full-scale skip connections incorporate low-level details with high-level semantics from feature maps in different scales; while the deep supervision learns hierarchical representations from the full-scale aggregated feature maps. The proposed method is especially benefiting for organs that appear at varying scales. In addition to accuracy improvements, the proposed UNet 3+ can reduce the network parameters to improve the computation efficiency. We further propose a hybrid loss function and devise a classification-guided module to enhance the organ boundary and reduce the over-segmentation in a non-organ image, yielding more accurate segmentation results. The effectiveness of the proposed method is demonstrated on two datasets.",,,,,"IEEE International Conference on Acoustics, Speech, and Signal ProcessingIEEE International Conference on Acoustics, Speech, and Signal Processing","MAY 04-08, 2020MAY 04-08, 2020","Inst Elect & Elect Engineers; Inst Elect & Elect Engineers, Signal Proc SocInst Elect & Elect Engineers; Inst Elect & Elect Engineers, Signal Proc Soc","Barcelona, SPAINBarcelona, SPAIN",135,11,1,0,18,0,146,,,1520-6149,,978-1-5090-6631-5,WOS:000615970401059,,
J,"Feng, Di; Haase-Schutz, Christian; Rosenbaum, Lars; Hertlein, Heinz; Glaser, Claudius; Timm, Fabian; Wiesbeck, Werner; Dietmayer, Klaus",,,,"Haase-Schütz, Christian/ABB-5307-2020; Feng, Di/AAA-1708-2021","Haase-Schütz, Christian/0000-0003-4171-9305; ",,,"Deep Multi-Modal Object Detection and Semantic Segmentation for Autonomous Driving: Datasets, Methods, and Challenges",,,,,,,,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,22,3,,,1341,1360,,10.1109/TITS.2020.2972974,,,,MAR 2021,2021,"Recent advancements in perception for autonomous driving are driven by deep learning. In order to achieve robust and accurate scene understanding, autonomous vehicles are usually equipped with different sensors (e.g. cameras, LiDARs, Radars), and multiple sensing modalities can be fused to exploit their complementary properties. In this context, many methods have been proposed for deep multi-modal perception problems. However, there is no general guideline for network architecture design, and questions of what to fuse, when to fuse, and how to fuse remain open. This review paper attempts to systematically summarize methodologies and discuss challenges for deep multi-modal object detection and semantic segmentation in autonomous driving. To this end, we first provide an overview of on-board sensors on test vehicles, open datasets, and background information for object detection and semantic segmentation in autonomous driving research. We then summarize the fusion methodologies and discuss challenges and open questions. In the appendix, we provide tables that summarize topics and methods. We also provide an interactive online platform to navigate each reference: https://boschresearch.github.io/multimodalperception/.",,,,,,,,,133,5,0,0,2,0,138,,,1524-9050,1558-0016,,WOS:000626338600001,,
J,"Yang, Fan; Zhang, Lei; Yu, Sijia; Prokhorov, Danil; Mei, Xue; Ling, Haibin",,,,,"Zhang, Lei/0000-0002-4424-4942; yang, fan/0000-0003-1535-447X; Ling, Haibin/0000-0003-4094-8413",,,Feature Pyramid and Hierarchical Boosting Network for Pavement Crack Detection,,,,,,,,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,21,4,,,1525,1535,,10.1109/TITS.2019.2910595,,,,APR 2020,2020,"Pavement crack detection is a critical task for insuring road safety. Manual crack detection is extremely time-consuming. Therefore, an automatic road crack detection method is required to boost this progress. However, it remains a challenging task due to the intensity inhomogeneity of cracks and complexity of the background, e.g., the low contrast with surrounding pavements and possible shadows with a similar intensity. Inspired by recent advances of deep learning in computer vision, we propose a novel network architecture, named feature pyramid and hierarchical boosting network (FPHBN), for pavement crack detection. The proposed network integrates context information to low-level features for crack detection in a feature pyramid way, and it balances the contributions of both easy and hard samples to loss by nested sample reweighting in a hierarchical way during training. In addition, we propose a novel measurement for crack detection named average intersection over union (AIU). To demonstrate the superiority and generalizability of the proposed method, we evaluate it on five crack datasets and compare it with the state-of-the-art crack detection, edge detection, and semantic segmentation methods. The extensive experiments show that the proposed method outperforms these methods in terms of accuracy and generalizability. Code and data can be found in https://github.com/fyangneil/pavement-crack-detection.",,,,,,,,,127,8,1,0,2,0,134,,,1524-9050,1558-0016,,WOS:000523478400016,,
J,"Hong, Danfeng; Wu, Xin; Ghamisi, Pedram; Chanussot, Jocelyn; Yokoya, Naoto; Zhu, Xiao Xiang",,,,"Yokoya, Naoto/AAC-1530-2022; Ghamisi, Pedram/ABD-5419-2021; Wu, Xin/AAT-4490-2021; Zhu, Xiao Xiang/ABE-7138-2020; Hong, Danfeng/U-6082-2019","Zhu, Xiao Xiang/0000-0001-5530-3613; Hong, Danfeng/0000-0002-3212-9584; Chanussot, Jocelyn/0000-0003-4817-2875",,,Invariant Attribute Profiles: A Spatial-Frequency Joint Feature Extractor for Hyperspectral Image Classification,,,,,,,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,58,6,,,3791,3808,,10.1109/TGRS.2019.2957251,,,,JUN 2020,2020,"So far, a large number of advanced techniques have been developed to enhance and extract the spatially semantic information in hyperspectral image processing and analysis. However, locally semantic change, such as scene composition, relative position between objects, spectral variability caused by illumination, atmospheric effects, and material mixture, has been less frequently investigated in modeling spatial information. Consequently, identifying the same materials from spatially different scenes or positions can be difficult. In this article, we propose a solution to address this issue by locally extracting invariant features from hyperspectral imagery (HSI) in both spatial and frequency domains, using a method called invariant attribute profiles (IAPs). IAPs extract the spatial invariant features by exploiting isotropic filter banks or convolutional kernels on HSI and spatial aggregation techniques (e.g., superpixel segmentation) in the Cartesian coordinate system. Furthermore, they model invariant behaviors (e.g., shift, rotation) by the means of a continuous histogram of oriented gradients constructed in a Fourier polar coordinate. This yields a combinatorial representation of spatial-frequency invariant features with application to HSI classification. Extensive experiments conducted on three promising hyperspectral data sets (Houston2013 and Houston2018) to demonstrate the superiority and effectiveness of the proposed IAP method in comparison with several state-of-the-art profile-related techniques. The codes will be available from the website: <uri>https://sites.google.com/view/danfeng-hong/data-code</uri>.",,,,,,,,,124,2,1,0,2,0,126,,,0196-2892,1558-0644,,WOS:000538748700004,,
B,Yuhui Yuan; Xilin Chen; Jingdong Wang,,,,"Wang, Jingdong/E-9920-2017","Wang, Jingdong/0000-0002-4888-4445","Vedaldi, A.; Bischof, H.; Brox, T.; Frahm, J.-M.",,Object-Contextual Representations for Semantic Segmentation,,,,,,,,Computer Vision - ECCV 2020. 16th European Conference. Proceedings. Lecture Notes in Computer Science (LNCS 12351),,,,,,,,173,90,,10.1007/978-3-030-58539-6_11,,,,2020,2020,"In this paper, we study the context aggregation problem in semantic segmentation. Motivated by that the label of a pixel is the category of the object that the pixel belongs to, we present a simple yet effective approach, object-contextual representations, characterizing a pixel by exploiting the representation of the corresponding object class. First, we learn object regions under the supervision of the ground-truth segmentation. Second, we compute the object region representation by aggregating the representations of the pixels lying in the object region. Last, we compute the relation between each pixel and each object region, and augment the representation of each pixel with the object-contextual representation which is a weighted aggregation of all the object region representations. We empirically demonstrate our method achieves competitive performance on various benchmarks: Cityscapes, ADE20K, LIP, PASCAL-Context and COCO-Stuff. Our submission ldquoHRNet + OCR + SegFixrdquo achieves the 1st place on the Cityscapes leaderboard by the ECCV 2020 submission deadline. Code is available at: https://git.io/ openseg and https://git.io/HRNet.OCR.",,,,,Computer Vision - ECCV 2020. 16th European ConferenceComputer Vision - ECCV 2020. 16th European Conference,23-28 Aug. 202023-28 Aug. 2020,,"Glasgow, UKGlasgow, UK",117,4,0,0,4,0,121,,,,,978-3-030-58538-9,INSPEC:20088203,,
J,"Asgari Taghanaki, Saeid; Abhishek, Kumar; Cohen, Joseph Paul; Cohen-Adad, Julien; Hamarneh, Ghassan",,,,"Hamarneh, Ghassan/AAE-6673-2021",,,,Deep semantic segmentation of natural and medical images: a review,,,,,,,,ARTIFICIAL INTELLIGENCE REVIEW,,,,54,1,,,137,178,,10.1007/s10462-020-09854-1,,JUN 2020,,JAN 2021,2021,"The semantic image segmentation task consists of classifying each pixel of an image into an instance, where each instance corresponds to a class. This task is a part of the concept of scene understanding or better explaining the global context of an image. In the medical image analysis domain, image segmentation can be used for image-guided interventions, radiotherapy, or improved radiological diagnostics. In this review, we categorize the leading deep learning-based medical and non-medical image segmentation solutions into six main groups of deep architectural, data synthesis-based, loss function-based, sequenced models, weakly supervised, and multi-task methods and provide a comprehensive review of the contributions in each of these groups. Further, for each group, we analyze each variant of these groups and discuss the limitations of the current approaches and present potential future research directions for semantic image segmentation.",,,,,,,,,99,3,0,0,11,0,101,,,0269-2821,1573-7462,,WOS:000539923400001,,
B,Xinlong Wang; Tao Kong; Chunhua Shen; Yuning Jiang; Lei Li,,,,,"Li, Lei/0000-0003-3095-9776; Wang, Xinlong/0000-0002-6974-7976","Vedaldi, A.; Bischof, H.; Brox, T.; Frahm, J.-M.",,SOLO: Segmenting Objects by Locations,,,,,,,,Computer Vision - ECCV 2020. 16th European Conference. Proceedings. Lecture Notes in Computer Science (LNCS 12363),,,,,,,,649,65,,10.1007/978-3-030-58523-5_38,,,,2020,2020,"We present a new, embarrassingly simple approach to instance segmentation. Compared to many other dense prediction tasks, e.g., semantic segmentation, it is the arbitrary number of instances that have made instance segmentation much more challenging. In order to predict a mask for each instance, mainstream approaches either follow the ldquodetect-then-segmentrdquo strategy (e.g., Mask R-CNN), or predict embedding vectors first then use clustering techniques to group pixels into individual instances. We view the task of instance segmentation from a completely new perspective by introducing the notion of ldquoinstance categoriesrdquo, which assigns categories to each pixel within an instance according to the instance's location and size, thus nicely converting instance segmentation into a single-shot classification-solvable problem. We demonstrate a much simpler and flexible instance segmentation framework with strong performance, achieving onpar accuracy with Mask R-CNN and outperforming recent single-shot instance segmenters in accuracy. We hope that this simple and strong framework can serve as a baseline for many instance-level recognition tasks besides instance segmentation. Code is available at https://git.io/AdelaiDet.",,,,,Computer Vision - ECCV 2020. 16th European ConferenceComputer Vision - ECCV 2020. 16th European Conference,23-28 Aug. 202023-28 Aug. 2020,,"Glasgow, UKGlasgow, UK",93,5,0,0,5,0,98,,,,,978-3-030-58522-8,INSPEC:20174035,,
J,"Kuutti, Sampo; Bowden, Richard; Jin, Yaochu; Barber, Phil; Fallah, Saber",,,,"Bowden, Richard/AAF-8283-2019; Jin, Yaochu/B-3776-2012","Bowden, Richard/0000-0003-3285-8020; Kuutti, Sampo/0000-0002-7020-4370; Fallah, Saber/0000-0002-1298-1040; Jin, Yaochu/0000-0003-1100-0631",,,A Survey of Deep Learning Applications to Autonomous Vehicle Control,,,,,,,,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,22,2,,,712,733,,10.1109/TITS.2019.2962338,,,,FEB 2021,2021,"Designing a controller for autonomous vehicles capable of providing adequate performance in all driving scenarios is challenging due to the highly complex environment and inability to test the system in the wide variety of scenarios which it may encounter after deployment. However, deep learning methods have shown great promise in not only providing excellent performance for complex and non-linear control problems, but also in generalising previously learned rules to new scenarios. For these reasons, the use of deep learning for vehicle control is becoming increasingly popular. Although important advancements have been achieved in this field, these works have not been fully summarised. This paper surveys a wide range of research works reported in the literature which aim to control a vehicle through deep learning methods. Although there exists overlap between control and perception, the focus of this paper is on vehicle control, rather than the wider perception problem which includes tasks such as semantic segmentation and object detection. The paper identifies the strengths and limitations of available deep learning methods through comparative analysis and discusses the research challenges in terms of computation, architecture selection, goal specification, generalisation, verification and validation, as well as safety. Overall, this survey brings timely and topical information to a rapidly evolving field relevant to intelligent transportation systems.",,,,,,,,,88,0,0,0,0,0,88,,,1524-9050,1558-0016,,WOS:000615045000003,,
J,"Zhang, Chenxiao; Yue, Peng; Tapete, Deodato; Jiang, Liangcun; Shangguan, Boyi; Huang, Li; Liu, Guangchao",,,,"Tapete, Deodato/AAB-7528-2021","Tapete, Deodato/0000-0002-7242-4473; Jiang, Liangcun/0000-0003-4994-7644; Yue, Peng/0000-0003-3006-4542",,,A deeply supervised image fusion network for change detection in high resolution bi-temporal remote sensing images,,,,,,,,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,,,,166,,,,183,200,,10.1016/j.isprsjprs.2020.06.003,,,,AUG 2020,2020,"Change detection in high resolution remote sensing images is crucial to the understanding of land surface changes. As traditional change detection methods are not suitable for the task considering the challenges brought by the fine image details and complex texture features conveyed in high resolution images, a number of deep learning-based change detection methods have been proposed to improve the change detection performance. Although the state-of-the-art deep feature based methods outperform all the other deep learning-based change detection methods, networks in the existing deep feature based methods are mostly modified from architectures that are originally proposed for single-image semantic segmentation. Transferring these networks for change detection task still poses some key issues. In this paper, we propose a deeply supervised image fusion network (IFN) for change detection in high resolution bi-temporal remote sensing images. Specifically, highly representative deep features of bi-temporal images are firstly extracted through a fully convolutional two-stream architecture. Then, the extracted deep features are fed into a deeply supervised difference discrimination network (DDN) for change detection. To improve boundary completeness and internal compactness of objects in the output change maps, multi-level deep features of raw images are fused with image difference features by means of attention modules for change map reconstruction. DDN is further enhanced by directly introducing change map losses to intermediate layers in the network, and the whole network is trained in an end-to-end manner. IFN is applied to a publicly available dataset, as well as a challenging dataset consisting of multi-source bi-temporal images from Google Earth covering different cities in China. Both visual interpretation and quantitative assessment confirm that IFN outperforms four benchmark methods derived from the literature, by returning changed areas with complete boundaries and high internal compactness compared to the state-of-the-art methods.",,,,,,,,,85,3,0,0,3,0,88,,,0924-2716,1872-8235,,WOS:000551268300015,,
J,"Luo, Yuanjing; Qin, Jiaohua; Xiang, Xuyu; Tan, Yun; Liu, Qiang; Xiang, Lingyun",,,,,"xiang, xuyu/0000-0002-2778-7531",,,Coverless real-time image information hiding based on image block matching and dense convolutional network,,,,,,,,JOURNAL OF REAL-TIME IMAGE PROCESSING,,,,17,1,SI,,125,135,,10.1007/s11554-019-00917-3,,,,FEB 2020,2020,"Information security has become a key issue of public concern recently. In order to radically resist the decryption and analysis in the field of image information hiding and significantly improve the security of the secret information, a novel coverless information hiding approach based on deep learning is proposed in this paper. Deep learning can select the appropriate carrier according to requirements to achieve real-time image data hiding and the high-level semantic features extracted by CNN are more accurate than the low-level features. This method does not need to employ the designated image for embedding the secret data but transfer a set of real-time stego-images which share one or several visually similar blocks with the given secret image. In this approach, a group of real-time images searched online are segmented according to specific requirements. Then, the DenseNet is used to extract the high-level semantic features of each similar block. At the same time, a robust hash sequence with feature sequence, DC and location is generated by DCT. The inverted index structure based on the hash sequence is constructed to attain real-time image matching efficiently. At the sending end, the stego-images are matched and sent through feature retrieval. At the receiving end, the secret image can be recovered by extracting similar blocks through the received stego-images and stitching the image blocks according to the location information. Experimental results demonstrate that the proposed method without any modification traces provides better robustness and has higher retrieval accuracy and capacity when compared with some existing coverless image information hiding.",,,,,,,,,85,1,0,0,2,0,86,,,1861-8200,1861-8219,,WOS:000513247800012,,
J,"Zou, Qin; Jiang, Hanwen; Dai, Qiyu; Yue, Yuanhao; Chen, Long; Wang, Qian",,,,"Zou, Qin/AFM-0040-2022",,,,Robust Lane Detection From Continuous Driving Scenes Using Deep Neural Networks,,,,,,,,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,,,,69,1,,,41,54,,10.1109/TVT.2019.2949603,,,,JAN 2020,2020,"Lane detection in driving scenes is an important module for autonomous vehicles and advanced driver assistance systems. In recent years, many sophisticated lane detection methods have been proposed. However, most methods focus on detecting the lane from one single image, and often lead to unsatisfactory performance in handling some extremely-bad situations such as heavy shadow, severe mark degradation, serious vehicle occlusion, and so on. In fact, lanes are continuous line structures on the road. Consequently, the lane that cannot be accurately detected in one current frame may potentially be inferred out by incorporating information of previous frames. To this end, we investigate lane detection by using multiple frames of a continuous driving scene, and propose a hybrid deep architecture by combining the convolutional neural network (CNN) and the recurrent neural network (RNN). Specifically, information of each frame is abstracted by a CNN block, and the CNN features of multiple continuous frames, holding the property of time-series, are then fed into the RNN block for feature learning and lane prediction. Extensive experiments on two large-scale datasets demonstrate that, the proposed method outperforms the competing methods in lane detection, especially in handling difficult situations.",,,,,,,,,77,4,0,0,2,0,80,,,0018-9545,1939-9359,,WOS:000512550600004,,
J,"Qin, Haotong; Gong, Ruihao; Liu, Xianglong; Bai, Xiao; Song, Jingkuan; Sebe, Nicu",,,,,"Liu, Xianglong/0000-0002-7618-3275; Sebe, Niculae/0000-0002-6597-7248; song, jingkuan/0000-0002-2549-8322",,,Binary neural networks: A survey,,,,,,,,PATTERN RECOGNITION,,,,105,,,,,,107281,10.1016/j.patcog.2020.107281,,,,SEP 2020,2020,"The binary neural network, largely saving the storage and computation, serves as a promising technique for deploying deep models on resource-limited devices. However, the binarization inevitably causes severe information loss, and even worse, its discontinuity brings difficulty to the optimization of the deep network. To address these issues, a variety of algorithms have been proposed, and achieved satisfying progress in recent years. In this paper, we present a comprehensive survey of these algorithms, mainly categorized into the native solutions directly conducting binarization, and the optimized ones using techniques like minimizing the quantization error, improving the network loss function, and reducing the gradient error. We also investigate other practical aspects of binary neural networks such as the hardware-friendly design and the training tricks. Then, we give the evaluation and discussions on different tasks, including image classification, object detection and semantic segmentation. Finally, the challenges that may be faced in future research are prospected. (C) 2020 Elsevier Ltd. All rights reserved.",,,,,,,,,77,2,0,0,7,0,79,,,0031-3203,1873-5142,,WOS:000539457100002,,
